VERSION,2.0.51
acr build-task update,azure.cli.command_modules.acr
acr build-task run,azure.cli.command_modules.acr
acr build-task list-builds,azure.cli.command_modules.acr
acr build-task show-build,azure.cli.command_modules.acr
acr build-task update-build,azure.cli.command_modules.acr
acr build-task logs,azure.cli.command_modules.acr
acr task create,azure.cli.command_modules.acr
acr task show,azure.cli.command_modules.acr
acr task list,azure.cli.command_modules.acr
acr task delete,azure.cli.command_modules.acr
acr task update,azure.cli.command_modules.acr
acr task run,azure.cli.command_modules.acr
acr task list-runs,azure.cli.command_modules.acr
acr task show-run,azure.cli.command_modules.acr
acr task cancel-run,azure.cli.command_modules.acr
acr task update-run,azure.cli.command_modules.acr
acr task logs,azure.cli.command_modules.acr
acr config content-trust show,azure.cli.command_modules.acr
acr config content-trust update,azure.cli.command_modules.acr
acr helm list,azure.cli.command_modules.acr
acr helm show,azure.cli.command_modules.acr
acr helm delete,azure.cli.command_modules.acr
acr helm push,azure.cli.command_modules.acr
acr helm repo add,azure.cli.command_modules.acr
iot dps list,azure.cli.command_modules.iot
iot dps show,azure.cli.command_modules.iot
iot dps create,azure.cli.command_modules.iot
iot dps delete,azure.cli.command_modules.iot
iot dps update,azure.cli.command_modules.iot
iot dps access-policy list,azure.cli.command_modules.iot
iot dps access-policy show,azure.cli.command_modules.iot
iot dps access-policy create,azure.cli.command_modules.iot
iot dps access-policy update,azure.cli.command_modules.iot
iot dps access-policy delete,azure.cli.command_modules.iot
iot dps linked-hub list,azure.cli.command_modules.iot
iot dps linked-hub show,azure.cli.command_modules.iot
iot dps linked-hub create,azure.cli.command_modules.iot
iot dps linked-hub update,azure.cli.command_modules.iot
iot dps linked-hub delete,azure.cli.command_modules.iot
iot dps certificate list,azure.cli.command_modules.iot
iot dps certificate show,azure.cli.command_modules.iot
iot dps certificate create,azure.cli.command_modules.iot
iot dps certificate delete,azure.cli.command_modules.iot
iot dps certificate generate-verification-code,azure.cli.command_modules.iot
iot dps certificate verify,azure.cli.command_modules.iot
iot dps certificate update,azure.cli.command_modules.iot
iot hub certificate list,azure.cli.command_modules.iot
iot hub certificate show,azure.cli.command_modules.iot
iot hub certificate create,azure.cli.command_modules.iot
iot hub certificate delete,azure.cli.command_modules.iot
iot hub certificate generate-verification-code,azure.cli.command_modules.iot
iot hub certificate verify,azure.cli.command_modules.iot
iot hub certificate update,azure.cli.command_modules.iot
iot hub create,azure.cli.command_modules.iot
iot hub list,azure.cli.command_modules.iot
iot hub show-connection-string,azure.cli.command_modules.iot
iot hub show,azure.cli.command_modules.iot
iot hub update,azure.cli.command_modules.iot
iot hub delete,azure.cli.command_modules.iot
iot hub list-skus,azure.cli.command_modules.iot
iot hub show-quota-metrics,azure.cli.command_modules.iot
iot hub show-stats,azure.cli.command_modules.iot
iot hub consumer-group create,azure.cli.command_modules.iot
iot hub consumer-group list,azure.cli.command_modules.iot
iot hub consumer-group show,azure.cli.command_modules.iot
iot hub consumer-group delete,azure.cli.command_modules.iot
iot hub policy list,azure.cli.command_modules.iot
iot hub policy show,azure.cli.command_modules.iot
iot hub policy create,azure.cli.command_modules.iot
iot hub policy delete,azure.cli.command_modules.iot
iot hub job list,azure.cli.command_modules.iot
iot hub job show,azure.cli.command_modules.iot
iot hub job cancel,azure.cli.command_modules.iot
iot hub routing-endpoint create,azure.cli.command_modules.iot
iot hub routing-endpoint show,azure.cli.command_modules.iot
iot hub routing-endpoint list,azure.cli.command_modules.iot
iot hub routing-endpoint delete,azure.cli.command_modules.iot
iot hub route create,azure.cli.command_modules.iot
iot hub route show,azure.cli.command_modules.iot
iot hub route list,azure.cli.command_modules.iot
iot hub route delete,azure.cli.command_modules.iot
iot hub route update,azure.cli.command_modules.iot
iot hub route test,azure.cli.command_modules.iot
monitor action-group show,azure.cli.command_modules.monitor
monitor action-group create,azure.cli.command_modules.monitor
monitor action-group delete,azure.cli.command_modules.monitor
monitor action-group enable-receiver,azure.cli.command_modules.monitor
monitor action-group list,azure.cli.command_modules.monitor
monitor action-group update,azure.cli.command_modules.monitor
monitor activity-log list,azure.cli.command_modules.monitor
monitor activity-log list-categories,azure.cli.command_modules.monitor
monitor activity-log alert list,azure.cli.command_modules.monitor
monitor activity-log alert create,azure.cli.command_modules.monitor
monitor activity-log alert show,azure.cli.command_modules.monitor
monitor activity-log alert delete,azure.cli.command_modules.monitor
monitor activity-log alert update,azure.cli.command_modules.monitor
monitor activity-log alert action-group add,azure.cli.command_modules.monitor
monitor activity-log alert action-group remove,azure.cli.command_modules.monitor
monitor activity-log alert scope add,azure.cli.command_modules.monitor
monitor activity-log alert scope remove,azure.cli.command_modules.monitor
monitor alert create,azure.cli.command_modules.monitor
monitor alert delete,azure.cli.command_modules.monitor
monitor alert show,azure.cli.command_modules.monitor
monitor alert list,azure.cli.command_modules.monitor
monitor alert show-incident,azure.cli.command_modules.monitor
monitor alert list-incidents,azure.cli.command_modules.monitor
monitor alert update,azure.cli.command_modules.monitor
monitor autoscale create,azure.cli.command_modules.monitor
monitor autoscale update,azure.cli.command_modules.monitor
monitor autoscale delete,azure.cli.command_modules.monitor
monitor autoscale show,azure.cli.command_modules.monitor
monitor autoscale list,azure.cli.command_modules.monitor
monitor autoscale profile create,azure.cli.command_modules.monitor
monitor autoscale profile list,azure.cli.command_modules.monitor
monitor autoscale profile show,azure.cli.command_modules.monitor
monitor autoscale profile delete,azure.cli.command_modules.monitor
monitor autoscale profile list-timezones,azure.cli.command_modules.monitor
monitor autoscale rule create,azure.cli.command_modules.monitor
monitor autoscale rule list,azure.cli.command_modules.monitor
monitor autoscale rule delete,azure.cli.command_modules.monitor
monitor autoscale rule copy,azure.cli.command_modules.monitor
monitor autoscale-settings create,azure.cli.command_modules.monitor
monitor autoscale-settings delete,azure.cli.command_modules.monitor
monitor autoscale-settings show,azure.cli.command_modules.monitor
monitor autoscale-settings list,azure.cli.command_modules.monitor
monitor autoscale-settings get-parameters-template,azure.cli.command_modules.monitor
monitor autoscale-settings update,azure.cli.command_modules.monitor
monitor diagnostic-settings create,azure.cli.command_modules.monitor
monitor diagnostic-settings show,azure.cli.command_modules.monitor
monitor diagnostic-settings list,azure.cli.command_modules.monitor
monitor diagnostic-settings delete,azure.cli.command_modules.monitor
monitor diagnostic-settings update,azure.cli.command_modules.monitor
monitor diagnostic-settings categories show,azure.cli.command_modules.monitor
monitor diagnostic-settings categories list,azure.cli.command_modules.monitor
monitor log-profiles create,azure.cli.command_modules.monitor
monitor log-profiles delete,azure.cli.command_modules.monitor
monitor log-profiles show,azure.cli.command_modules.monitor
monitor log-profiles list,azure.cli.command_modules.monitor
monitor log-profiles update,azure.cli.command_modules.monitor
monitor metrics list,azure.cli.command_modules.monitor
monitor metrics list-definitions,azure.cli.command_modules.monitor
monitor metrics alert create,azure.cli.command_modules.monitor
monitor metrics alert delete,azure.cli.command_modules.monitor
monitor metrics alert list,azure.cli.command_modules.monitor
monitor metrics alert show,azure.cli.command_modules.monitor
monitor metrics alert update,azure.cli.command_modules.monitor
acs browse,azure.cli.command_modules.acs
acs create,azure.cli.command_modules.acs
acs delete,azure.cli.command_modules.acs
acs list,azure.cli.command_modules.acs
acs list-locations,azure.cli.command_modules.acs
acs scale,azure.cli.command_modules.acs
acs show,azure.cli.command_modules.acs
acs wait,azure.cli.command_modules.acs
acs dcos browse,azure.cli.command_modules.acs
acs dcos install-cli,azure.cli.command_modules.acs
acs kubernetes browse,azure.cli.command_modules.acs
acs kubernetes get-credentials,azure.cli.command_modules.acs
acs kubernetes install-cli,azure.cli.command_modules.acs
aks browse,azure.cli.command_modules.acs
aks create,azure.cli.command_modules.acs
aks delete,azure.cli.command_modules.acs
aks disable-addons,azure.cli.command_modules.acs
aks enable-addons,azure.cli.command_modules.acs
aks get-credentials,azure.cli.command_modules.acs
aks get-upgrades,azure.cli.command_modules.acs
aks install-cli,azure.cli.command_modules.acs
aks install-connector,azure.cli.command_modules.acs
aks list,azure.cli.command_modules.acs
aks remove-connector,azure.cli.command_modules.acs
aks remove-dev-spaces,azure.cli.command_modules.acs
aks scale,azure.cli.command_modules.acs
aks show,azure.cli.command_modules.acs
aks upgrade,azure.cli.command_modules.acs
aks upgrade-connector,azure.cli.command_modules.acs
aks use-dev-spaces,azure.cli.command_modules.acs
aks wait,azure.cli.command_modules.acs
aks get-versions,azure.cli.command_modules.acs
mariadb server create,azure.cli.command_modules.rdbms
mariadb server restore,azure.cli.command_modules.rdbms
mariadb server georestore,azure.cli.command_modules.rdbms
mariadb server delete,azure.cli.command_modules.rdbms
mariadb server show,azure.cli.command_modules.rdbms
mariadb server list,azure.cli.command_modules.rdbms
mariadb server update,azure.cli.command_modules.rdbms
mariadb server wait,azure.cli.command_modules.rdbms
mysql server create,azure.cli.command_modules.rdbms
mysql server restore,azure.cli.command_modules.rdbms
mysql server georestore,azure.cli.command_modules.rdbms
mysql server delete,azure.cli.command_modules.rdbms
mysql server show,azure.cli.command_modules.rdbms
mysql server list,azure.cli.command_modules.rdbms
mysql server update,azure.cli.command_modules.rdbms
mysql server wait,azure.cli.command_modules.rdbms
postgres server create,azure.cli.command_modules.rdbms
postgres server restore,azure.cli.command_modules.rdbms
postgres server georestore,azure.cli.command_modules.rdbms
postgres server delete,azure.cli.command_modules.rdbms
postgres server show,azure.cli.command_modules.rdbms
postgres server list,azure.cli.command_modules.rdbms
postgres server update,azure.cli.command_modules.rdbms
postgres server wait,azure.cli.command_modules.rdbms
mysql server replica list,azure.cli.command_modules.rdbms
mysql server replica create,azure.cli.command_modules.rdbms
mysql server replica stop,azure.cli.command_modules.rdbms
mariadb server firewall-rule create,azure.cli.command_modules.rdbms
mariadb server firewall-rule delete,azure.cli.command_modules.rdbms
mariadb server firewall-rule show,azure.cli.command_modules.rdbms
mariadb server firewall-rule list,azure.cli.command_modules.rdbms
mariadb server firewall-rule update,azure.cli.command_modules.rdbms
mysql server firewall-rule create,azure.cli.command_modules.rdbms
mysql server firewall-rule delete,azure.cli.command_modules.rdbms
mysql server firewall-rule show,azure.cli.command_modules.rdbms
mysql server firewall-rule list,azure.cli.command_modules.rdbms
mysql server firewall-rule update,azure.cli.command_modules.rdbms
postgres server firewall-rule create,azure.cli.command_modules.rdbms
postgres server firewall-rule delete,azure.cli.command_modules.rdbms
postgres server firewall-rule show,azure.cli.command_modules.rdbms
postgres server firewall-rule list,azure.cli.command_modules.rdbms
postgres server firewall-rule update,azure.cli.command_modules.rdbms
mariadb server vnet-rule create,azure.cli.command_modules.rdbms
mariadb server vnet-rule delete,azure.cli.command_modules.rdbms
mariadb server vnet-rule show,azure.cli.command_modules.rdbms
mariadb server vnet-rule list,azure.cli.command_modules.rdbms
mariadb server vnet-rule update,azure.cli.command_modules.rdbms
mysql server vnet-rule create,azure.cli.command_modules.rdbms
mysql server vnet-rule delete,azure.cli.command_modules.rdbms
mysql server vnet-rule show,azure.cli.command_modules.rdbms
mysql server vnet-rule list,azure.cli.command_modules.rdbms
mysql server vnet-rule update,azure.cli.command_modules.rdbms
postgres server vnet-rule create,azure.cli.command_modules.rdbms
postgres server vnet-rule delete,azure.cli.command_modules.rdbms
postgres server vnet-rule show,azure.cli.command_modules.rdbms
postgres server vnet-rule list,azure.cli.command_modules.rdbms
postgres server vnet-rule update,azure.cli.command_modules.rdbms
mariadb server configuration set,azure.cli.command_modules.rdbms
mariadb server configuration show,azure.cli.command_modules.rdbms
mariadb server configuration list,azure.cli.command_modules.rdbms
mysql server configuration set,azure.cli.command_modules.rdbms
mysql server configuration show,azure.cli.command_modules.rdbms
mysql server configuration list,azure.cli.command_modules.rdbms
postgres server configuration set,azure.cli.command_modules.rdbms
postgres server configuration show,azure.cli.command_modules.rdbms
postgres server configuration list,azure.cli.command_modules.rdbms
mariadb server-logs list,azure.cli.command_modules.rdbms
mariadb server-logs download,azure.cli.command_modules.rdbms
mysql server-logs list,azure.cli.command_modules.rdbms
mysql server-logs download,azure.cli.command_modules.rdbms
postgres server-logs list,azure.cli.command_modules.rdbms
postgres server-logs download,azure.cli.command_modules.rdbms
mariadb db create,azure.cli.command_modules.rdbms
mariadb db delete,azure.cli.command_modules.rdbms
mariadb db show,azure.cli.command_modules.rdbms
mariadb db list,azure.cli.command_modules.rdbms
mysql db create,azure.cli.command_modules.rdbms
mysql db delete,azure.cli.command_modules.rdbms
mysql db show,azure.cli.command_modules.rdbms
mysql db list,azure.cli.command_modules.rdbms
postgres db create,azure.cli.command_modules.rdbms
postgres db delete,azure.cli.command_modules.rdbms
postgres db show,azure.cli.command_modules.rdbms
postgres db list,azure.cli.command_modules.rdbms
interactive,azure.cli.command_modules.interactive
servicebus namespace create,azure.cli.command_modules.servicebus
servicebus namespace show,azure.cli.command_modules.servicebus
servicebus namespace list,azure.cli.command_modules.servicebus
servicebus namespace delete,azure.cli.command_modules.servicebus
servicebus namespace exists,azure.cli.command_modules.servicebus
servicebus namespace update,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule create,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule show,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule list,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule keys list,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule keys renew,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule delete,azure.cli.command_modules.servicebus
servicebus namespace authorization-rule update,azure.cli.command_modules.servicebus
servicebus queue create,azure.cli.command_modules.servicebus
servicebus queue show,azure.cli.command_modules.servicebus
servicebus queue list,azure.cli.command_modules.servicebus
servicebus queue delete,azure.cli.command_modules.servicebus
servicebus queue update,azure.cli.command_modules.servicebus
servicebus queue authorization-rule create,azure.cli.command_modules.servicebus
servicebus queue authorization-rule show,azure.cli.command_modules.servicebus
servicebus queue authorization-rule list,azure.cli.command_modules.servicebus
servicebus queue authorization-rule keys list,azure.cli.command_modules.servicebus
servicebus queue authorization-rule keys renew,azure.cli.command_modules.servicebus
servicebus queue authorization-rule delete,azure.cli.command_modules.servicebus
servicebus queue authorization-rule update,azure.cli.command_modules.servicebus
servicebus topic create,azure.cli.command_modules.servicebus
servicebus topic show,azure.cli.command_modules.servicebus
servicebus topic list,azure.cli.command_modules.servicebus
servicebus topic delete,azure.cli.command_modules.servicebus
servicebus topic update,azure.cli.command_modules.servicebus
servicebus topic authorization-rule create,azure.cli.command_modules.servicebus
servicebus topic authorization-rule show,azure.cli.command_modules.servicebus
servicebus topic authorization-rule list,azure.cli.command_modules.servicebus
servicebus topic authorization-rule keys list,azure.cli.command_modules.servicebus
servicebus topic authorization-rule keys renew,azure.cli.command_modules.servicebus
servicebus topic authorization-rule delete,azure.cli.command_modules.servicebus
servicebus topic authorization-rule update,azure.cli.command_modules.servicebus
servicebus topic subscription create,azure.cli.command_modules.servicebus
servicebus topic subscription show,azure.cli.command_modules.servicebus
servicebus topic subscription list,azure.cli.command_modules.servicebus
servicebus topic subscription delete,azure.cli.command_modules.servicebus
servicebus topic subscription update,azure.cli.command_modules.servicebus
servicebus topic subscription rule create,azure.cli.command_modules.servicebus
servicebus topic subscription rule show,azure.cli.command_modules.servicebus
servicebus topic subscription rule list,azure.cli.command_modules.servicebus
servicebus topic subscription rule delete,azure.cli.command_modules.servicebus
servicebus topic subscription rule update,azure.cli.command_modules.servicebus
servicebus georecovery-alias set,azure.cli.command_modules.servicebus
servicebus georecovery-alias show,azure.cli.command_modules.servicebus
servicebus georecovery-alias list,azure.cli.command_modules.servicebus
servicebus georecovery-alias break-pair,azure.cli.command_modules.servicebus
servicebus georecovery-alias fail-over,azure.cli.command_modules.servicebus
servicebus georecovery-alias exists,azure.cli.command_modules.servicebus
servicebus georecovery-alias delete,azure.cli.command_modules.servicebus
servicebus georecovery-alias authorization-rule list,azure.cli.command_modules.servicebus
servicebus georecovery-alias authorization-rule show,azure.cli.command_modules.servicebus
servicebus georecovery-alias authorization-rule keys list,azure.cli.command_modules.servicebus
servicebus migration start,azure.cli.command_modules.servicebus
servicebus migration show,azure.cli.command_modules.servicebus
servicebus migration complete,azure.cli.command_modules.servicebus
servicebus migration abort,azure.cli.command_modules.servicebus
backup vault create,azure.cli.command_modules.backup
backup vault show,azure.cli.command_modules.backup
backup vault list,azure.cli.command_modules.backup
backup vault backup-properties show,azure.cli.command_modules.backup
backup vault backup-properties set,azure.cli.command_modules.backup
backup vault delete,azure.cli.command_modules.backup
backup container show,azure.cli.command_modules.backup
backup container list,azure.cli.command_modules.backup
backup policy get-default-for-vm,azure.cli.command_modules.backup
backup policy show,azure.cli.command_modules.backup
backup policy list,azure.cli.command_modules.backup
backup policy list-associated-items,azure.cli.command_modules.backup
backup policy set,azure.cli.command_modules.backup
backup policy delete,azure.cli.command_modules.backup
backup protection check-vm,azure.cli.command_modules.backup
backup protection enable-for-vm,azure.cli.command_modules.backup
backup protection backup-now,azure.cli.command_modules.backup
backup protection disable,azure.cli.command_modules.backup
backup item show,azure.cli.command_modules.backup
backup item list,azure.cli.command_modules.backup
backup item set-policy,azure.cli.command_modules.backup
backup job list,azure.cli.command_modules.backup
backup job show,azure.cli.command_modules.backup
backup job stop,azure.cli.command_modules.backup
backup job wait,azure.cli.command_modules.backup
backup recoverypoint show,azure.cli.command_modules.backup
backup recoverypoint list,azure.cli.command_modules.backup
backup restore restore-disks,azure.cli.command_modules.backup
backup restore files mount-rp,azure.cli.command_modules.backup
backup restore files unmount-rp,azure.cli.command_modules.backup
lab vm show,azure.cli.command_modules.lab
lab vm delete,azure.cli.command_modules.lab
lab vm start,azure.cli.command_modules.lab
lab vm stop,azure.cli.command_modules.lab
lab vm apply-artifacts,azure.cli.command_modules.lab
lab vm list,azure.cli.command_modules.lab
lab vm claim,azure.cli.command_modules.lab
lab vm create,azure.cli.command_modules.lab
lab get,azure.cli.command_modules.lab
lab delete,azure.cli.command_modules.lab
lab custom-image show,azure.cli.command_modules.lab
lab custom-image list,azure.cli.command_modules.lab
lab custom-image delete,azure.cli.command_modules.lab
lab custom-image create,azure.cli.command_modules.lab
lab gallery-image list,azure.cli.command_modules.lab
lab artifact list,azure.cli.command_modules.lab
lab artifact-source list,azure.cli.command_modules.lab
lab artifact-source show,azure.cli.command_modules.lab
lab vnet list,azure.cli.command_modules.lab
lab vnet get,azure.cli.command_modules.lab
lab formula show,azure.cli.command_modules.lab
lab formula list,azure.cli.command_modules.lab
lab formula delete,azure.cli.command_modules.lab
lab formula export-artifacts,azure.cli.command_modules.lab
lab secret set,azure.cli.command_modules.lab
lab secret show,azure.cli.command_modules.lab
lab secret list,azure.cli.command_modules.lab
lab secret delete,azure.cli.command_modules.lab
lab environment show,azure.cli.command_modules.lab
lab environment list,azure.cli.command_modules.lab
lab environment delete,azure.cli.command_modules.lab
lab environment create,azure.cli.command_modules.lab
lab arm-template list,azure.cli.command_modules.lab
lab arm-template show,azure.cli.command_modules.lab
advisor recommendation list,azure.cli.command_modules.advisor
advisor recommendation disable,azure.cli.command_modules.advisor
advisor recommendation enable,azure.cli.command_modules.advisor
advisor configuration list,azure.cli.command_modules.advisor
advisor configuration show,azure.cli.command_modules.advisor
advisor configuration update,azure.cli.command_modules.advisor
reservations reservation-order list,azure.cli.command_modules.reservations
reservations reservation-order show,azure.cli.command_modules.reservations
reservations reservation list,azure.cli.command_modules.reservations
reservations reservation show,azure.cli.command_modules.reservations
reservations reservation list-history,azure.cli.command_modules.reservations
reservations reservation update,azure.cli.command_modules.reservations
reservations reservation split,azure.cli.command_modules.reservations
reservations reservation merge,azure.cli.command_modules.reservations
reservations reservation-order-id list,azure.cli.command_modules.reservations
reservations catalog show,azure.cli.command_modules.reservations
relay namespace create,azure.cli.command_modules.relay
relay namespace show,azure.cli.command_modules.relay
relay namespace list,azure.cli.command_modules.relay
relay namespace delete,azure.cli.command_modules.relay
relay namespace exists,azure.cli.command_modules.relay
relay namespace update,azure.cli.command_modules.relay
relay namespace authorization-rule create,azure.cli.command_modules.relay
relay namespace authorization-rule show,azure.cli.command_modules.relay
relay namespace authorization-rule list,azure.cli.command_modules.relay
relay namespace authorization-rule keys list,azure.cli.command_modules.relay
relay namespace authorization-rule keys renew,azure.cli.command_modules.relay
relay namespace authorization-rule delete,azure.cli.command_modules.relay
relay namespace authorization-rule update,azure.cli.command_modules.relay
relay wcfrelay create,azure.cli.command_modules.relay
relay wcfrelay show,azure.cli.command_modules.relay
relay wcfrelay list,azure.cli.command_modules.relay
relay wcfrelay delete,azure.cli.command_modules.relay
relay wcfrelay update,azure.cli.command_modules.relay
relay wcfrelay authorization-rule create,azure.cli.command_modules.relay
relay wcfrelay authorization-rule show,azure.cli.command_modules.relay
relay wcfrelay authorization-rule list,azure.cli.command_modules.relay
relay wcfrelay authorization-rule keys list,azure.cli.command_modules.relay
relay wcfrelay authorization-rule keys renew,azure.cli.command_modules.relay
relay wcfrelay authorization-rule delete,azure.cli.command_modules.relay
relay wcfrelay authorization-rule update,azure.cli.command_modules.relay
relay hyco create,azure.cli.command_modules.relay
relay hyco show,azure.cli.command_modules.relay
relay hyco list,azure.cli.command_modules.relay
relay hyco delete,azure.cli.command_modules.relay
relay hyco update,azure.cli.command_modules.relay
relay hyco authorization-rule create,azure.cli.command_modules.relay
relay hyco authorization-rule show,azure.cli.command_modules.relay
relay hyco authorization-rule list,azure.cli.command_modules.relay
relay hyco authorization-rule keys list,azure.cli.command_modules.relay
relay hyco authorization-rule keys renew,azure.cli.command_modules.relay
relay hyco authorization-rule delete,azure.cli.command_modules.relay
relay hyco authorization-rule update,azure.cli.command_modules.relay
find,azure.cli.command_modules.find
keyvault create,azure.cli.command_modules.keyvault
keyvault recover,azure.cli.command_modules.keyvault
keyvault list,azure.cli.command_modules.keyvault
keyvault show,azure.cli.command_modules.keyvault
keyvault delete,azure.cli.command_modules.keyvault
keyvault purge,azure.cli.command_modules.keyvault
keyvault set-policy,azure.cli.command_modules.keyvault
keyvault delete-policy,azure.cli.command_modules.keyvault
keyvault list-deleted,azure.cli.command_modules.keyvault
keyvault update,azure.cli.command_modules.keyvault
keyvault network-rule add,azure.cli.command_modules.keyvault
keyvault network-rule remove,azure.cli.command_modules.keyvault
keyvault network-rule list,azure.cli.command_modules.keyvault
keyvault key list,azure.cli.command_modules.keyvault
keyvault key list-versions,azure.cli.command_modules.keyvault
keyvault key list-deleted,azure.cli.command_modules.keyvault
keyvault key create,azure.cli.command_modules.keyvault
keyvault key set-attributes,azure.cli.command_modules.keyvault
keyvault key show,azure.cli.command_modules.keyvault
keyvault key show-deleted,azure.cli.command_modules.keyvault
keyvault key delete,azure.cli.command_modules.keyvault
keyvault key purge,azure.cli.command_modules.keyvault
keyvault key recover,azure.cli.command_modules.keyvault
keyvault key backup,azure.cli.command_modules.keyvault
keyvault key restore,azure.cli.command_modules.keyvault
keyvault key import,azure.cli.command_modules.keyvault
keyvault secret list,azure.cli.command_modules.keyvault
keyvault secret list-versions,azure.cli.command_modules.keyvault
keyvault secret list-deleted,azure.cli.command_modules.keyvault
keyvault secret set,azure.cli.command_modules.keyvault
keyvault secret set-attributes,azure.cli.command_modules.keyvault
keyvault secret show,azure.cli.command_modules.keyvault
keyvault secret show-deleted,azure.cli.command_modules.keyvault
keyvault secret delete,azure.cli.command_modules.keyvault
keyvault secret purge,azure.cli.command_modules.keyvault
keyvault secret recover,azure.cli.command_modules.keyvault
keyvault secret download,azure.cli.command_modules.keyvault
keyvault secret backup,azure.cli.command_modules.keyvault
keyvault secret restore,azure.cli.command_modules.keyvault
keyvault certificate create,azure.cli.command_modules.keyvault
keyvault certificate list,azure.cli.command_modules.keyvault
keyvault certificate list-versions,azure.cli.command_modules.keyvault
keyvault certificate list-deleted,azure.cli.command_modules.keyvault
keyvault certificate show,azure.cli.command_modules.keyvault
keyvault certificate show-deleted,azure.cli.command_modules.keyvault
keyvault certificate delete,azure.cli.command_modules.keyvault
keyvault certificate purge,azure.cli.command_modules.keyvault
keyvault certificate recover,azure.cli.command_modules.keyvault
keyvault certificate set-attributes,azure.cli.command_modules.keyvault
keyvault certificate import,azure.cli.command_modules.keyvault
keyvault certificate download,azure.cli.command_modules.keyvault
keyvault certificate get-default-policy,azure.cli.command_modules.keyvault
keyvault certificate pending merge,azure.cli.command_modules.keyvault
keyvault certificate pending show,azure.cli.command_modules.keyvault
keyvault certificate pending delete,azure.cli.command_modules.keyvault
keyvault certificate contact list,azure.cli.command_modules.keyvault
keyvault certificate contact add,azure.cli.command_modules.keyvault
keyvault certificate contact delete,azure.cli.command_modules.keyvault
keyvault certificate issuer update,azure.cli.command_modules.keyvault
keyvault certificate issuer list,azure.cli.command_modules.keyvault
keyvault certificate issuer create,azure.cli.command_modules.keyvault
keyvault certificate issuer show,azure.cli.command_modules.keyvault
keyvault certificate issuer delete,azure.cli.command_modules.keyvault
keyvault certificate issuer admin list,azure.cli.command_modules.keyvault
keyvault certificate issuer admin add,azure.cli.command_modules.keyvault
keyvault certificate issuer admin delete,azure.cli.command_modules.keyvault
keyvault storage add,azure.cli.command_modules.keyvault
keyvault storage list,azure.cli.command_modules.keyvault
keyvault storage show,azure.cli.command_modules.keyvault
keyvault storage update,azure.cli.command_modules.keyvault
keyvault storage remove,azure.cli.command_modules.keyvault
keyvault storage regenerate-key,azure.cli.command_modules.keyvault
keyvault storage list-deleted,azure.cli.command_modules.keyvault
keyvault storage show-deleted,azure.cli.command_modules.keyvault
keyvault storage purge,azure.cli.command_modules.keyvault
keyvault storage recover,azure.cli.command_modules.keyvault
keyvault storage backup,azure.cli.command_modules.keyvault
keyvault storage restore,azure.cli.command_modules.keyvault
keyvault storage sas-definition create,azure.cli.command_modules.keyvault
keyvault storage sas-definition list,azure.cli.command_modules.keyvault
keyvault storage sas-definition show,azure.cli.command_modules.keyvault
keyvault storage sas-definition update,azure.cli.command_modules.keyvault
keyvault storage sas-definition delete,azure.cli.command_modules.keyvault
keyvault storage sas-definition list-deleted,azure.cli.command_modules.keyvault
keyvault storage sas-definition show-deleted,azure.cli.command_modules.keyvault
keyvault storage sas-definition recover,azure.cli.command_modules.keyvault
eventhubs namespace create,azure.cli.command_modules.eventhubs
eventhubs namespace show,azure.cli.command_modules.eventhubs
eventhubs namespace list,azure.cli.command_modules.eventhubs
eventhubs namespace delete,azure.cli.command_modules.eventhubs
eventhubs namespace exists,azure.cli.command_modules.eventhubs
eventhubs namespace update,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule create,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule show,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule list,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule keys list,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule keys renew,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule delete,azure.cli.command_modules.eventhubs
eventhubs namespace authorization-rule update,azure.cli.command_modules.eventhubs
eventhubs eventhub create,azure.cli.command_modules.eventhubs
eventhubs eventhub show,azure.cli.command_modules.eventhubs
eventhubs eventhub list,azure.cli.command_modules.eventhubs
eventhubs eventhub delete,azure.cli.command_modules.eventhubs
eventhubs eventhub update,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule create,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule show,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule list,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule keys list,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule keys renew,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule delete,azure.cli.command_modules.eventhubs
eventhubs eventhub authorization-rule update,azure.cli.command_modules.eventhubs
eventhubs eventhub consumer-group create,azure.cli.command_modules.eventhubs
eventhubs eventhub consumer-group show,azure.cli.command_modules.eventhubs
eventhubs eventhub consumer-group list,azure.cli.command_modules.eventhubs
